,用户名,用户id,帖子
0,西安检察,5878527193?,"
                    【#男子因标签瑕疵索赔十倍货款被驳回#，法院推定其为了不当获利】6天两次购买刀鱼馄饨21份，因标签存在瑕疵，对其中20份计3160元的刀鱼馄饨索要十倍赔偿。南通市启东法院日前审结该起买卖合同纠纷，鉴于没有证据证明涉案馄饨不符合食品安全标准，结合购买者连续两次购买而不食用，且在全国范围有数十 ​  展开全文c                "
0,数码圈老表,7496626504?,"
                    #iPhone14中美之外全球涨价#不是供不应求，而是汇率波动，我说今年的iPhone14系列怎么可能涨价，毕竟都是挤牙膏的操作 ​                "
0,小熊威尼斯lj,7598374197?,"
                    #国人买iPhone14Pro需工作22天# 这可能算的个别行业的工资吧，或者是一线城市的工资，但据我了解，一线的中位数也没达到这个吧，又有多少人被代表了，无语 ​                "
0,数码先生,2182231263?,"
                    #国人买iPhone14Pro需工作22天#苹果 iPhone 14 Pro 在国内的售价是 7999 元起，这价格是很高的。为什么这么说呢？数据显示，2021年我国居民人均可支配收入是 35128.1 元，也就是每月2927.34 元。2022年上半年人均可支配收入是 15560 元，也就是每月 2593.33 元。大家购买电子产品一定要根据自己的 ​  展开全文c                "
0,曾子言,1744122475?,"
                    #国人买iPhone14Pro需工作22天#iPhone 14 Pro 系列是 7999 起步，最高的 iPhone 14 Pro Max 1TB 是 13499 … 一个月 22 天法定工作日，平均月薪有 8000 块？#iPhone14Pro收货需要等待更长时间# ​                "
0,一枚搞机的原子弹,1974514450?,"
                    #国人买iPhone14Pro需工作22天# 据某机构统计，一部价格7999元的128G国行iPhone14 Pro，平均需要国人工作22天。那么问题来了，你工作一个月就能买一部iPhone14 Pro吗？ ​                "
0,幸福有宁,6053225091?,"
                    #国人买iPhone14Pro需工作22天#我为什么得工作8个月才能买起，是谁把我的工资给抢走了。 ​                "
0,交易员Barry許,7538198833?,"
                    #国人买iPhone14Pro需工作22天# 感觉自己不是国人 ​                "
0,牛奶长颈鹿-,3703948832?,"
                    #国人买iPhone14Pro需工作22天#我在替身负重前行？谁又在替我岁月静好？ ​                "
0,木马行空BadGal_RiRi,6569735106?,"
                    #国人买iPhone14Pro需工作22天# 22天8000块，我又被谁平均了 ​                "
0,让我吃口水果茶呗,5831036433?,"
                    #国人买iPhone14Pro需工作22天#怎么还把我开除国籍了呢哥们 ​                "
0,Muybien_7,5182521509?,"
                    #国人买iPhone14Pro需工作22天#阿斗和赵云平均进出曹营3.5次，加上赵云的马，那就是平均进出曹营约2.3次 ​                "
0,凤凰网科技,1856404484?,"
                    【#苹果HeySiri将改为Siri# 将在2023年或2024年推出】彭博苹果记者Gurman在最新的Power On通讯中说，苹果公司正在开发一种更新的Siri体验，不再需要“Hey Siri”触发语来调用数字语音助手。这一变化预计将在2023年某个时候或2024年推出。“苹果公司正在进行一项举措，放弃“Hey 触发短语”，这样， ​  展开全文c                "
0,Ted说,7563367778?,"
                    这次华为Mate50系列的销量，虽然没有网上传闻的那么大几百万台那么夸张，也没有Mate20、30、40巅峰时期那么猛，但是仍然远远地超出了友商的预估。尤其是在整个手机行业的大盘在收缩的情况下（就连iPhone都在减少产能预估），Mate50系列的销量确实震撼到行业。这对于华为的友商而言，其实是好事。因 ​  展开全文c                "
0,温柔的夜11,1514696174?,"
                    #国人买iPhone14Pro需工作22天#平均？这是把什么都平均进去了。 ​                "
0,柠檬王同学,6338035881?,"
                    #国人买iPhone14Pro需工作22天#替大家伙算了一下，也就是一个月要赚8000，你们能达到嘛？又是被平均的一天苹果机现在对于很多人来说依旧可以算得上是奢侈品，不是买不起而是不舍得买，算算你们需要多少天？而瑞士、美国和澳大利亚这三个国家的人们购买所需要的时间分别为： 4.6 天、5.7 天和 6.1 ​  展开全文c                "
0,商业周刊中文版,2462605080?,"
                    【苹果下调iPhone出货量展望】苹果公司周日在声明中表示，该公司看到iPhone 14 Pro和iPhone 14 Pro Max型号需求依然旺盛，但封控意味着“客户需要等待更长时间才能收到新产品”。根据苹果网站，iPhone 14 Pro手机目前的交货时间为11月末或12月初。苹果公司表示，该工厂正在按照“大幅削减的产能”运行 ​  展开全文c                "
0,阿苯,7397646384?,"
                    你以为一万多的手机不会出bug吗？从买到手到现在一个半月了，14PM这个拍照莫名卡机的问题已经出现三次了。另外还遇到过温度异常暂停充电，网页闪退关闭，打开相机对焦一直闪烁等小bug你看，像我这种高端的苹果用户，我一点不着急，我都还在用。这种小场面，怎么会影响我呢，哪怕它信号不好， ​  展开全文c                "
0,扯独自0,3764037940?,"
                    &#xe627;iPhone ​                "
0,轩然鉴,6475007309?,"
                    #国人买iPhone14Pro需工作22天#瞎扯，不可能，翻一倍都悬，低收入人群多的是。 ​                "
0,虫虫睡着了z,6335145437?,"
                    #国人买iPhone14Pro需工作22天#懂了 我不是国人？ ​                "
0,路人粉大班班长,2906216087?,"
                    #国人买iPhone14Pro需工作22天#默认我们月均11000一个月？那请给我落实出来这么多钱！我自认为不比谁工作时间短，也不认为我累成这个样子，还给平均工作量拖了后腿，更不认为我累成这样，反而成了大家的负担！请告诉我，在我收入以上的，都在做什么工作？！ ​                "
0,钟语乐9610,5799800887?,"
                    #国人买iPhone14Pro需工作22天#其实说说谁都行，我觉得我一天就行了 ​                "
0,小李只爱喝酒,2906205583?,"
                    #国人买iPhone14Pro需工作22天#对不起了同胞们！我有罪，因为我的存在我又拉低了我们国民生活水平 ​                "
0,一枚搞机的原子弹,1974514450?,"
                    #苹果减产300万部新iPhone# 据彭博社报道，苹果预计今年iPhone 14产量将比最初预期减少300万部，主要原因是iPhone 14和14 Plus的需求疲软。我之前预测没错吧，14和14 Plus真的是诚意不足！ ​                "
0,Ark咔嚓一下,1789651114?,"
                    #国人买iPhone14Pro需工作22天#嚯，照这样算一个人得每个月收入1.2W，我寻思着没有多少人这样吧，即使是税前 ​                "
0,GOT7_火野映司Official,6474135829?,"
                    #iPhone14Pro收货需要等待更长时间#我不行了特么把我捅死算了我要多久才能换手机啊 ​                "
0,负三代,2743487997?,"
                    #国人买iPhone14Pro需工作22天#「买得起」和「舍得买」是两码事吧，手机是通讯工具，只要价格不离谱，每台按一万块算的话，所有人也都能买得起。但是为了制造「买xx手机哪里人需要工作多久」这个话题，这就有点制造焦虑了… ​                "
0,马哲今天吃猪肉脯了吗,2184238180?,"
                    #国人买iPhone14Pro需工作22天#我只看小说 华为能用到天荒地老 ​                "
0,FiNE·壁纸,5635099280?,"
                    水母&#xe627;iphone锁屏壁纸 ​                "
0,月之寻幂记,6203488341?,"
                    #国人买iPhone14Pro需工作22天#此时参考“平均收入”的意义何在？一起朗读“二八定律”：又称帕累托法则（Pareto principle） 是意大利经济学家维尔弗雷多·帕累托于1906年提出的著名的关于意大利社会财富分配的研究结论：20％的人口掌握了80％的社会财富。“二八定律”作为经管类学科的经典法则，具 ​  展开全文c                "
0,科技叶涵,3996520880?,"
                    #苹果减产300万部新iPhone#苹果再爆减产300万部手机，而在这其中主要削减的是iPhone14/14 Plus，所以没有高刷加持在如今是真的行不通啊…… ​                "
0,地瓜熊老六,3939426052?,"
                    #国人买iPhone14Pro需工作22天#售价7999元，工作22天，说明要月薪1万才行，太贵了，不买了！ ​                "
0,波浪正宗-股市007,1699547483?,"
                    #苹果减产300万部新iPhone#这应该是大家预期之内的事，套娃新品乏善可陈。知情人士透露，苹果公司预计今年iPhone 14手机的产量将比最初预期的至少减少300万部。该公司及其供应商现在的生产目标是8700万台或更少，此前的目标是9000万台 ​                "
0,南充文旅,6196434586?,"
                    文旅君小调查，你手机一天充几次电？#国人买iPhone14Pro需工作22天# 如题 ​                "
0,Chills牙牙,6560668913?,"
                    每日份景深壁纸  &#xe627;iPhone壁纸#手机壁纸# ​                "
0,语文阅刊,1747766363?,"
                    【苹果称#iPhone14Pro收货需要等待更长时间# 】当地时间11月6日，苹果公司发表声明称，富士康郑州工厂目前的产能大幅降低，iPhone 14 Pro和iPhone 14 Pro Max的出货量将低于预期，顾客将需要等待更长的时间才能收到新产品。苹果正在与供应商密切合作，以恢复正常的生产水平，同时确保每个工人的健康和 ​  展开全文c                "
0,黄河新闻网,2105171747?,"
                    【#苹果对郑州富士康发表声明#】：iPhone14系列产能大幅降低，会将工人的健康和安全放在首位。 L黄河新闻网的微博视频 ​                "
0,红山晚报,2416547272?,"
                    #国人买iPhone14Pro需工作22天#【全球用户购买一部 iPhone 14 Pro 需要工作多少天？】据IT之家消息，Picoid 对不同国家和地区的 iPhone 14 Pro（128 GB）首发价格与平均工作收入进行了收集，并以此制作了今年的 iPhone 指数 —— 需要工作多少天才能购买一部 iPhone 14 Pro。在排名所包括的国家和地 ​  展开全文c                "
0,魂蛋老大,5401149426?,"
                    #国人买iPhone14Pro需工作22天#今天有百分之九十五的中国人被开除了国籍 ​                "
0,李诺言,1507220942?,"
                    #iPhone14Pro收货需要等待更长时间#早些年世界都愿意在中国建厂，一是中国人工便宜，二是中国年轻人听话好管理，现在中国的工资已经不具备优势，当然是和东南亚相比，另外中国互联网的兴起，年轻人宁愿送外卖跑滴滴也不愿意去工厂打工，劳动密集型企业会慢慢撤出中国，郭台铭可能扩大在其它国家的产能 ​  展开全文c                "
0,甄的不加糖,5913771848?,"
                    #国人买iPhone14Pro需工作22天#？月薪大概1w1？？？你确定吗 ​                "
0,程远Cherio,5851820406?,"
                    #iPhone14Pro收货需要等待更长时间#I am already have it  ​                "
0,笨笨搞机,5132930861?,"
                    #国人买iPhone14Pro需工作22天#不是，你们都这么能挣钱的吗，工作22天就能买一部iPhone 14 Pro，128GB版7999元，我是不是又拖你们的后腿了？ ​                "
0,笑猪阿保,5502632358?,"
                    #国人买iPhone14Pro需工作22天#热知识：一个月的法定工作日就是22天 ​                "
0,数码小哥哥,2460778497?,"
                    #国人买iPhone14Pro需工作22天#，所以大家都买iPhone 14 Pro了吗？ ​                "
0,哎呀游戏啊,2015084635?,"
                    #国人买iPhone14Pro需工作22天# 买不起买不起，我虽然口口声声说要买，现在也没买，我买一部 iPhone 要存1年的钱，你们赚得可太多了 ​                "
0,电脑报,1649597805?,"
                    【读图】中国人买一部iPhone 14 Pro仅需工作22天？ ​                "
0,德州同城会,2024260507?,"
                    #国人买iPhone14Pro需工作22天#大胆点，一天行不行L会开飞机的舒克T的微博视频 ​                "
0,昕昕的honey,1913403610?,"
                    @刘雨昕工作室 唉，该说你什么好，憨批的有点可爱，你是在展示你的iPhone14吗🙉 ​                "
0,差评帝,5825150043?,"
                    iPhone 7取消了耳机插孔iPhone X取消了Home键iPhone11取消了 3D TouchiPhone 12取消了充电器iPhone 13取消了手机盒包装膜iPhone 14取消了Sim卡那么iPhone 15取消点什么好呢？#创作力计划##新机来了# ​                "
0,二宫占星,7411346650?,"
                    食伤女就是喜欢官印男，食伤女觉得官印太能自我约束了，不放纵还情绪稳定，还上进，完美的结婚对象。​​官印处于冷眼旁观的阶段，如果两个人能彻底的在一起更好，那么就会在一起，反之会不断拖延，直到食伤提出分手。#国人买iPhone14Pro需工作22天# ​                "
0,爱机人士,2796200612?,"
                    今天的热搜闭环：郑州疫情防控➡️富士康预招工➡️苹果减产iPhone ➡️iPhone 14 Pro 收货等待更长时间#iPhone14Pro收货需要等待更长时间# ​                "
0,鳄鱼十三,5886617411?,"
                    今年流行语：“对不起 我又给大家拖后腿了”热知识：一个月的法定工作日就是22天#国人买iPhone14Pro需工作22天# ​                "
0,数码杰瑞,7566959472?,"
                    #国人买iPhone14Pro需工作22天# 这数据算平均数是不是把我平均掉了。有本事用工作小时算啊这22天的人能有多少是正常上下班，不加班的 ​                "
0,大龙Dallon,1735534331?,"
                    #国人买iPhone14Pro需工作22天# 这是哪算的？ 大家都这么富了吗？ ​                "
0,南_有子木,3157431213?,"
                    #国人买iPhone14Pro需工作22天#对不起，我又拖后腿了 ​                "
0,武汉广播电视台,1774215272?,"
                    #主播说武汉#【主播奚伟：武汉公交充电站向社会开放了】从今年的10月起，武汉公交3个充电站——余华岭、杨汊湖、铁机村充电站，错时向社会车辆开放了，共提供32个充电车位。车主打开“武汉公交快充”小程序和APP，扫码后便可自助充电。据介绍，充电费用按照国家电网不同时段的实时电价标准计价，另收取 ​  展开全文c                "
0,一定会成为海拉鲁老流氓,5212654686?,"
                    #国人买iPhone14Pro需工作22天#这新闻想笑死谁，又开始亩产几万斤了？ ​                "
0,天气宇宝,5512932343?,"
                    iPhone14pro 照亮我脸上的每一个瑕疵 ​                "
0,科技马各,6036510456?,"
                    📱人们需要工作多少天才能购买iPhone 14 Pro，我国国人是需要工作22天，我国台湾17.2天，土耳其以146天排名第一，其次是菲律宾90天，日本11.9天，美国5.7天，瑞士4.6天。#国人买iPhone14Pro需工作22天# ​                "
0,Fenng,1577826897?,"
                    一朋友在老罗直播间中奖了，一部 iPhone 。为保护隐私，把他昵称隐藏了。不过熟悉的朋友都知道，他就是义乌「隔壁饭店」「隔壁酒吧」的老板。感觉有点奇妙，六度分隔理论实际验证。 @交个朋友直播间 ​                "
0,早报网,1654134123?,"
                    【中国防疫封控影响 苹果下调iPhone出货量展望】由于防疫封控措施暂时中断了中国河南省郑州一家组装工厂的生产，苹果公司预计iPhone 14 Pro和iPhone Pro Max的出货量将低于此前预期。O共和党领袖称将接受“公平透明”选举结果 ​                "
0,黑猫搞机,1292131835?,"
                    以后可能不用再 hey siri 了，直接siri就行了，这表面是只是去掉了一个单词，但是实际上真的要花费很多技术的，因为原本你必须保证是一个比较特殊的词汇才不容易误触，但是这次的去掉hey 肯定是要在人工智能这一块花费更多的技术和时间的！期待siri的新表现。#苹果HeySiri将改为Siri# #iPhone# ​                "
0,金刀王,1203091483?,"
                    #国人买iPhone14Pro需工作22天#需要去哪里工作22天？告诉我一声呗。苹果现在是把热搜包年了吗？那个鸡肋丑陋的灵动岛设计我不喜欢！！所以哪怕只工作一天就可以拥有，我也不要！ ​                "
0,月光叶叶耶,7760105091?,"
                    #国人买iPhone14Pro需工作22天#工作22天那够哇！得好几个月！等的久不怕，到就行#iPhone14Pro收货需要等待更长时间# ​                "
0,越来越喜欢鸭,5732834731?,"
                    #国人买iPhone14Pro需工作22天#没事吧，我可能要两个月 ​                "
0,FiNE·壁纸,5635099280?,"
                    叶&#xe627;iphone锁屏壁纸 ​                "
0,诗人老王,1304881564?,"
                    #国人买iPhone14Pro需工作22天# 有人工作22天能买一万台，其他9999个人就这样被平均了。 ​                "
0,枫壁纸,7466779708?,"
                    黑色简约&#xe627;iPhone手机壁纸集 无压缩高清原图，评论区网盘下载 ​                "
0,戴尉-,3026170233?,"
                    #国人买iPhone14Pro需工作22天#这是依托什么数据算出来的看样子我拖后腿了！ ​                "
0,xwaery_89,7633674669?,"
                    #国人买iPhone14Pro需工作22天#中国62%的人月收入在2000元以下，由此可以看出我国贫富差距有多大，又被平均了 ​                "
0,小穆数码站,1959333805?,"
                    #国人买iPhone14Pro需工作22天#中国打工人购买iPhone14Pro评论需要22天，你需要多少天？ ​                "
0,一小盒盘尼西林,6021266964?,"
                    #国人买iPhone14Pro需工作22天#这个话题讨论的有什么意义吗？现在的手机大部分人都能买得起，只是很多人根据自己的实际需求来购买，没必要用接近一个月的工资去买一部大部分功能自己用不上的手机，量力而行，2000块钱左右的手机我觉得就很不错。 2石家庄·长安公园 ​                "
0,数码科技大爆炸VVV,2963774131?,"
                    iPhone历代芯片如今状况：A9: 我还能带6S系列再继续战一年半载！A10: 性能也还勉强过得去，做个备用吧！A11: 8代和8P系列做个主力机都没问题！A12: Xs也还能用，就是咱这电池跟不上了！A13： 我还能带得动大型游戏，苹果11系列再战两三年没压力！A14： A13都没压力了，那我更不用说了！A ​  展开全文c</i></a>                "
0,甲乙卯兔,7571471089?,"
                    #国人买iPhone14Pro需工作22天#可怜的我又被平均了……🥺能多久买得起取决于股票能不能涨…… ​                "
0,AppPerfectionle,3199597337?,"
                     Update on supply of iPhone 14 Pro and iPhone 14 Pro Max O网页链接 ​                "
0,锋言Phone语,1658749840?,"
                    #国人买iPhone14Pro需工作22天# 每月22天工作日，平均日薪363，平均时薪45（8小时，不算加班），你们拖后腿了吗？其实我只是想说，作为数码博主，不care什么工作多少天才能买一部手机，毕竟我们最不缺的就是手机~这话没毛病吧？ ​                "
0,高考一定500,5664515893?,"
                    #国人买iPhone14Pro需工作22天#现在的中国人都这么厉害，我都要至少2个22天 才买得起！ ​                "
0,二八男人,6039764706?,"
                    #国人买iPhone14Pro需工作22天#iPhone14 Pro官网最低配售价7999，一个月正常的工作日期差不多就是21-22天所以是谁又把我平均了？22天就能赚7999？ ​                "
0,新熵,2718971581?,"
                    #国人买iPhone14Pro需工作22天#某机构统计，一部价格7999元的128G国行iPhone14 Pro，平均需要国人工作22天。这个数据很有意思，是22天不是30天，如果按照30天来算的话，月薪肯定过万了。那么问题来了，这份数据是根据哪个群体调研出来的结果，你需要工作多少天才买得起7999元的iPhone14Pro？ ​                "
0,YAO爱TAO,5131680803?,"
                    #国人买iPhone14Pro需工作22天#写这个标题的人怎么敢的呀 ​                "
0,时间财经,5696766151?,"
                    【#北京时间A股收评#三大指数六连阳 全面修复行情右侧买点或已确认】中信证券研报指出，随着各项预期因素全面迅速改善，市场当前处于政策驱动的全面修复行情的上半场，预计基本面和估值切换驱动的行情将在下半场接力，因此配置上投资者可继续侧重弹性。戳链接看研报☞O【A股收评】三大指数六连阳 全面修复行情右侧买点或已确认  ​  展开全文c                "
0,搞机帝,6578249058?,"
                    iPhone14pro起售价7999元，大家算算你买一部需要工作多少天？#国人买iPhone14Pro需工作22天# ​                "
0,郑州同城事,5315529218?,"
                    #国人买iPhone14Pro需工作22天#22天？是真的？你们都是几天？我44天也买不起。 是降价了还是工资上涨📈了？ ​                "
0,锋潮科技,1796445350?,"
                    22天=7999元。#国人买iPhone14Pro需工作22天# ​                "
0,钮祜禄小涵,5534750360?,"
                    #国人买iPhone14Pro需工作22天#谢谢，你要不说还没有更多人知道我们贫富差距这么离谱 ​                "
0,望北阳,5698814585?,"
                    #国人买iPhone14Pro需工作22天#你们觉得22天买下一台苹果算不算高薪工作？ ​                "
0,科技虞梦诚,5754873400?,"
                    #苹果减产300万部新iPhone#减产的主因是对iPhone 14和14 Plus机型的需求疲软，不是挤牙膏挤的太凶了吗？#iPhone14Pro收货需要等待更长时间# 那就买iPhone14ProMax续航更顶！另外，有个调研#国人买iPhone14pro需工作22天# 你需要工作多少天才买得起7999元的iPhone14Pro？ ​                "
0,戴面具的布鲁斯,1665928561?,"
                    #国人买iPhone14Pro需工作22天#22个工作日就是一个月，其实这个话题就是问大家一个月工资有没有八千 ​                "
0,小黑测评,6115627321?,"
                    #苹果发表郑州富士康工厂声明#每年iPhone新机在12月前都是出货量高峰期，今年因为疫情原因导致出货量下降、以及汇率原因，iPhone 14 Pro系列直接成为了理财产品… ​                "
0,Yer-Won,6028943471?,"
                    &#xe627;iPhone推荐买13还是14，预算6k左右。不打游戏，也不怎么拍照只偶尔追剧刷刷视频微博之类的。 ​                "
0,FiNE·壁纸,5635099280?,"
                    午休结束附上一图&#xe627;iphone锁屏壁纸 ​                "
0,蜗牛去漂泊,7131082274?,"
                    #iPhone14Pro收货需要等待更长时间#反正我也买不起，需要等待 ​                "
0,科技事儿,5236032763?,"
                    #郑州富士康发布预招工公告#iPhone手机1秒破10亿，五大国产手机1秒破亿。这不得急坏了库克 ​                "
0,宝珠的随记簿,6794758062?,"
                    #国人买iPhone14Pro需工作22天#行，把我开除国籍吧，一个月周周单休都挣不到8000的人就我一个啊？ ​                "
0,金融投资报,1878561790?,"
                    【因需求降温，#苹果减产300万部新iPhone#】据财联社援引彭博社报道，知情人士透露，苹果公司预计今年iPhone 14手机的产量将比最初预期的至少减少300万部。该公司及其供应商现在的生产目标是8700万台或更少，此前的目标是9000万台。减产的主因是对iPhone 14和14 Plus机型的需求疲软，这是高端Pro产品较 ​  展开全文c                "
0,徐磊-徐博士,1652837301?,"
                    #苹果减产300万部新iPhone#综合各方的信息，应该是今年的产量比预计少了300万部，其中一部分原因是富士康的产能受了影响。媒体们做内容是不是可以多看官方的文件呢？富士康能不能为产能少一点赔偿，才是一个麻烦呢 ​                "
0,减肥瘦身瘦腿瘦脸瘦肚子产后减脂,1688249622?,"
                    取平均数的时候能不能把最高的10%跟最低的10%去掉…#国人买iPhone14Pro需工作22天# ​                "
0,天仓零MIO,1848557694?,"
                    #国人买iPhone14Pro需工作22天# 对不起，拖后腿了 ​                "
0,指尖长春,3023215907?,"
                    #国人买iPhone14Pro需工作22天#如果都不买，看它们卖不卖呢 ​                "
0,机智猫,1863275165?,"
                    22天差不多就是一个月的工作日总数，iPhone 14 Pro最便宜的128GB版本官方售价是7999元。所以#国人买iPhone14Pro需工作22天#，就意味着全国人民的平均月薪是八千元。 ​                "
0,若无其事活着多好,7218076129?,"
                    #国人买iPhone14Pro需工作22天#哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑得 ​                "
0,刹那数码,5143897135?,"
                    苹果最新公告：疫情暂时影响了主要负责iPhone 14 Pro和iPhone 14 Pro Max组装的郑州工厂。该工厂目前的产能大幅降低。正如我们在新冠肺炎大流行期间所做的那样，我们将供应链工人的健康和安全放在首位。我们继续看到对iPhone 14 Pro和iPhone 14 Pro Max机型的强劲需求。然而，我们现在预计iPhone 1 ​  展开全文c                "
0,小乖堡1005,6202137740?,"
                    #国人买iPhone14Pro需工作22天#真的太长了，不买了，不是买不起就是买不起 ​                "
0,橙子咕叽,7722694613?,"
                    #国人买iPhone14Pro需工作22天#一个月得工资不就这样没了哈哈哈 ​                "
0,Chills牙牙,6560668913?,"
                    好看的壁纸 这不又增加了&#xe627;iPhone壁纸#手机壁纸# ​                "
0,失格的数码酱,7717862399?,"
                    #国人买iPhone14Pro需工作22天#这意思就是一个月工资8000，而且是双休那种买不起的都不配是国人了 ​                "
0,科技有趣玩,5702631406?,"
                    #国人买iPhone14Pro需工作22天#以一部128GB版本的iPhone 14 Pro来算，价格是7999元，假设需要工作22天，等于一天要赚363元，好吧，感觉我又拖大家后腿了 ​                "
0,科技刚子,5822247710?,"
                    苹果再爆将减产300万台手机，主要削减iPhone14和14Plus这两款机型。确实 ，消费者对这两款机型需求并不大！#苹果减产300万部新iPhone# L科技刚子的微博视频 ​                "
0,蓝另一种蓝yu,5384173102?,"
                    #国人买iPhone14Pro需工作22天#你过又在自欺欺人什么 ​                "
0,FiNE·壁纸,5635099280?,"
                    渐变色/渺渺晚星沉&#xe627;iphone锁屏壁纸 ​                "
0,爱慕虚荣安小鸟,6277599576?,"
                    #国人买iPhone14Pro需工作22天#难道不是一整个月工资吗&#xe627;iPhone ​                "
0,闪飞,5609650132?,"
                    有机构统计了全球46个国家和地区工作多久才买得起iPhone 14 Pro，中国人需要22天，瑞士人只需要4.6天，美国人需要5.7天，“浪漫”的土耳其需要146.7天。 ​                "
0,我从未跌落神坛,6517416844?,"
                    我本来想安慰你，一看你的痛苦「来自iphone14 Promax」我就觉得这和我有什么关系呢你自己加油吧。 ​                "
0,陈宸HY,6304647780?,"
                    #国人买iPhone14Pro需工作22天#国人买iPhone14 Pro需要22天的工作，这数据是不是有错呢？我买iPhone14 Pro怎么需要2个月呢？ ​                "
0,有只小王同学,6128104237?,"
                    &#xe627;iPhone 为啥 我啥都没干左上角还有这个录音 … ​                "
0,我是HYK,3309403941?,"
                    iPhone 14 Pro 和 iPhone 14 Pro Max 发售快两个月了，现在买还得等到 12 月才能到货，苹果今年虽然升级不大，但这销量是真的猛，在京东和天猫的手机销量榜上都是第一，双十一活动还有最后几天，这销量估计还能再涨一波。 ​                "
0,Miffy兔兔,1763260504?,"
                    #国人买iPhone14Pro需工作22天#哦莫🙈那还是婉拒了吧 ​                "
0,奶茶半份糖丶,1103412604?,"
                    #国人买iPhone14Pro需工作22天#不吃不喝22天 买部iPhone 然后还要被平均 这种热搜是tmd哪个傻屌 发的 真当微博人是弱智吗 ​                "
0,烟灰柠檬水,6581006082?,"
                    美国苹果牌iphone手机 你真的感动到本宝宝了 ​                "
0,科技阿诚,7356053006?,"
                    #iPhone14中美之外全球涨价# 买的iPhone14ProMax到了，暗紫色 YES！ ​                "
0,海上森林一只猫的碎碎念,7459136583?,"
                    看到别人男朋友给她买了iPhone14pro Max是不是把我男朋友给谈走了 ​                "
0,憨厚大国,3950263593?,"
                    #国人买iPhone14Pro需工作22天#这个话题就，来来来。我告诉你们，印尼普通老百姓按照每月工资计算，买iPhone14 pro需要至少120天 ​                "
0,科技壹点Pro,6028010462?,"
                    刚才送我来机场的司机师傅，用iPhone14 Pro开的导航，一开始我还没注意，直到我看到了灵动岛，可以的 ​                "
0,Tony泽宇小歪,5669133774?,"
                    #国人买iPhone14Pro需工作22天#众所周知，曾经南非不是南非黑人的南非，美国也不是印第安人的美国！ ​                "
0,白色卡丁车,1806406812?,"
                    #国人买iPhone14Pro需工作22天#划重点“平均”，又是被平均的一天 ​                "
0,大王onlyone,5796955003?,"
                    #国人买iphone14pro需工作22天# 现在大家的工资都那么高了吗？还是因为我的工资太低了 ​                "
0,NewDPRK,5483769449?,"
                    #国人买iPhone14Pro需工作22天#也就是一个月的时间，因为按照国家规定，一个月的工作日接近22天。 ​                "
0,AE_SKing,5556760867?,"
                    #国人买iPhone14Pro需工作22天#  吹什么呢恶不恶心，真牛22天能赚八千多，做你的春秋大梦 ​                "
0,HHP良,5713365044?,"
                    #国人买iPhone14Pro需工作22天# 噗，呛着了，大胆点2天敢不敢？ ​                "
0,搜狐科技,6982382342?,"
                    【#iPhone14中美之外全球涨价#，苹果辩称美元太强势】苹果新款旗舰智能手机 iPhone 14 系列价格正大幅上涨，只有中国和美国消费者受到的影响不大。例如，iPhone14在美国的起售价为799美元，与iPhone 13价格相同。而在英国，iPhone14起售价为 849 英镑，比iPhone13 发布时起售价上涨约90美元。苹果称， ​  展开全文c                "
0,不是蜡笔很小新,1761182433?,"
                    #国人买iPhone14Pro需工作22天#所以是赢了还是输了？？课代表来！ ​                "
0,光荣,3995233655?,"
                    苹果/iPhone天天上热搜，甚至有匪夷所思的无聊词条，那是因为，很多很多东西/事情上不了热搜。 ​                "
0,奶茶奶茶请喝珍珠,6181525930?,"
                    #iPhone13#有双十一官方旗舰店买的 手机左侧发烫的情况吗 右侧正常 就算只是打开发微博也是左边开始烫 右侧是凉的 ​                "
0,黄土高坡的人,6770925433?,"
                    #国人买iPhone14Pro需工作22天#11月6日，广州新增122例本土确诊病例，新增1813 L黄土高坡的人的微博视频 ​                "
0,贼开心K,7306957620?,"
                    #国人买iPhone14Pro需工作22天#你们太穷了，还要22天，我也就一场手术的时间 ​                "
0,数码IT君,6368690293?,"
                    #国人买iPhone14Pro需工作22天#22天8000块…这话题认真的吗？又是被平均的一天。。 ​                "
0,最好的快要发生_Dreamer,1709921125?,"
                    #国人买iPhone14Pro需工作22天#不吹不黑，半年 ​                "
0,糖醋里脊K429,3236184184?,"
                    #iphone壁纸# ​                "
0,牛丸科技,2002020501?,"
                    #国人买iPhone14Pro需工作22天# Picoid是哪家机构？怎么做的调查？iPhone14 Pro 最低内存128GB也要7999元，有多少人能够22天赚到8000元哦，我是被平均的那个！哈哈哈哈，果然iPhone 14和14 Plus没有市场竞争力，因为市场需求量降低，#苹果减产300万部新iPhone#。那我们都忍一忍观望下吧，让库 ​  展开全文c                "
0,枫壁纸,7466779708?,"
                    杂图合集&#xe627;iPhone手机壁纸集 无压缩高清原图，评论区网盘下载 ​                "
0,二八男人,6039764706?,"
                    #苹果发表郑州富士康工厂声明#苹果就富士康疫情发表声明：工人安全第一，iPhone14系列产能收到限制 ​                "
0,FiNE·壁纸,5635099280?,"
                    抽象&#xe627;iphone锁屏壁纸 ​                "
0,枫壁纸,7466779708?,"
                    星空渐变&#xe627;iPhone手机壁纸集 无压缩高清原图，评论区网盘下载 ​                "
